juego,sorteo,fecha,n1,n2,n3,n4,n5,superbalota,page,detail_url
REVANCHA,2135,6 de Noviembre de 2021,3,19,26,32,43,11,99,https://www.baloto.com/resultados-revancha/2135
BALOTO,2134,3 de Noviembre de 2021,7,13,17,21,36,1,99,https://www.baloto.com/resultados-baloto/2134
REVANCHA,2134,3 de Noviembre de 2021,4,12,35,39,43,14,99,https://www.baloto.com/resultados-revancha/2134
BALOTO,2133,30 de Octubre de 2021,17,19,21,24,40,11,99,https://www.baloto.com/resultados-baloto/2133
REVANCHA,2133,30 de Octubre de 2021,12,19,31,42,43,2,99,https://www.baloto.com/resultados-revancha/2133
BALOTO,2132,27 de Octubre de 2021,12,14,18,28,40,8,100,https://www.baloto.com/resultados-baloto/2132
REVANCHA,2132,27 de Octubre de 2021,6,9,16,17,26,6,100,https://www.baloto.com/resultados-revancha/2132
BALOTO,2131,23 de Octubre de 2021,2,5,7,20,34,14,100,https://www.baloto.com/resultados-baloto/2131
REVANCHA,2131,23 de Octubre de 2021,1,2,18,19,23,7,100,https://www.baloto.com/resultados-revancha/2131
BALOTO,2130,20 de Octubre de 2021,11,14,15,22,25,16,100,https://www.baloto.com/resultados-baloto/2130
REVANCHA,2130,20 de Octubre de 2021,13,14,18,21,39,13,100,https://www.baloto.com/resultados-revancha/2130
BALOTO,2129,16 de Octubre de 2021,2,8,11,13,22,15,100,https://www.baloto.com/resultados-baloto/2129
REVANCHA,2129,16 de Octubre de 2021,6,10,25,26,27,6,100,https://www.baloto.com/resultados-revancha/2129
BALOTO,2128,13 de Octubre de 2021,1,2,11,15,33,12,100,https://www.baloto.com/resultados-baloto/2128
REVANCHA,2128,13 de Octubre de 2021,2,10,15,22,25,6,100,https://www.baloto.com/resultados-revancha/2128
BALOTO,2127,9 de Octubre de 2021,5,15,27,34,35,4,101,https://www.baloto.com/resultados-baloto/2127
REVANCHA,2127,9 de Octubre de 2021,4,8,12,27,41,6,101,https://www.baloto.com/resultados-revancha/2127
BALOTO,2126,6 de Octubre de 2021,5,20,22,32,35,16,101,https://www.baloto.com/resultados-baloto/2126
REVANCHA,2126,6 de Octubre de 2021,10,20,25,30,36,16,101,https://www.baloto.com/resultados-revancha/2126
BALOTO,2125,2 de Octubre de 2021,1,16,24,36,42,11,101,https://www.baloto.com/resultados-baloto/2125
REVANCHA,2125,2 de Octubre de 2021,19,30,38,39,41,1,101,https://www.baloto.com/resultados-revancha/2125
BALOTO,2124,29 de Septiembre de 2021,20,28,35,37,39,3,101,https://www.baloto.com/resultados-baloto/2124
REVANCHA,2124,29 de Septiembre de 2021,4,9,13,18,25,9,101,https://www.baloto.com/resultados-revancha/2124
BALOTO,2123,25 de Septiembre de 2021,9,17,39,41,43,1,101,https://www.baloto.com/resultados-baloto/2123
REVANCHA,2123,25 de Septiembre de 2021,6,7,23,36,43,10,101,https://www.baloto.com/resultados-revancha/2123
BALOTO,2122,22 de Septiembre de 2021,14,19,40,41,43,2,102,https://www.baloto.com/resultados-baloto/2122
REVANCHA,2122,22 de Septiembre de 2021,8,23,27,33,42,9,102,https://www.baloto.com/resultados-revancha/2122
BALOTO,2121,18 de Septiembre de 2021,2,10,11,18,23,10,102,https://www.baloto.com/resultados-baloto/2121
REVANCHA,2121,18 de Septiembre de 2021,12,24,34,37,40,8,102,https://www.baloto.com/resultados-revancha/2121
BALOTO,2120,15 de Septiembre de 2021,15,20,34,35,38,13,102,https://www.baloto.com/resultados-baloto/2120
REVANCHA,2120,15 de Septiembre de 2021,4,22,28,35,37,16,102,https://www.baloto.com/resultados-revancha/2120
BALOTO,2119,11 de Septiembre de 2021,8,9,25,32,41,1,102,https://www.baloto.com/resultados-baloto/2119
REVANCHA,2119,11 de Septiembre de 2021,7,12,27,35,41,8,102,https://www.baloto.com/resultados-revancha/2119
BALOTO,2118,8 de Septiembre de 2021,8,14,25,31,34,6,102,https://www.baloto.com/resultados-baloto/2118
REVANCHA,2118,8 de Septiembre de 2021,11,19,28,32,36,6,102,https://www.baloto.com/resultados-revancha/2118
BALOTO,2117,4 de Septiembre de 2021,22,30,31,34,41,16,103,https://www.baloto.com/resultados-baloto/2117
REVANCHA,2117,4 de Septiembre de 2021,8,15,30,36,41,14,103,https://www.baloto.com/resultados-revancha/2117
BALOTO,2116,1 de Septiembre de 2021,1,7,9,31,40,13,103,https://www.baloto.com/resultados-baloto/2116
REVANCHA,2116,1 de Septiembre de 2021,7,12,20,23,32,1,103,https://www.baloto.com/resultados-revancha/2116
BALOTO,2115,28 de Agosto de 2021,8,18,21,30,43,5,103,https://www.baloto.com/resultados-baloto/2115
REVANCHA,2115,28 de Agosto de 2021,3,20,27,40,43,1,103,https://www.baloto.com/resultados-revancha/2115
BALOTO,2114,25 de Agosto de 2021,7,18,20,22,34,11,103,https://www.baloto.com/resultados-baloto/2114
REVANCHA,2114,25 de Agosto de 2021,3,7,9,17,39,8,103,https://www.baloto.com/resultados-revancha/2114
BALOTO,2113,21 de Agosto de 2021,12,14,18,37,40,2,103,https://www.baloto.com/resultados-baloto/2113
REVANCHA,2113,21 de Agosto de 2021,8,13,22,24,30,10,103,https://www.baloto.com/resultados-revancha/2113
BALOTO,2112,18 de Agosto de 2021,8,12,15,31,38,14,104,https://www.baloto.com/resultados-baloto/2112
REVANCHA,2112,18 de Agosto de 2021,6,9,19,37,39,15,104,https://www.baloto.com/resultados-revancha/2112
BALOTO,2111,14 de Agosto de 2021,10,14,32,35,42,13,104,https://www.baloto.com/resultados-baloto/2111
REVANCHA,2111,14 de Agosto de 2021,15,21,31,32,33,6,104,https://www.baloto.com/resultados-revancha/2111
BALOTO,2110,11 de Agosto de 2021,2,9,24,26,42,5,104,https://www.baloto.com/resultados-baloto/2110
REVANCHA,2110,11 de Agosto de 2021,3,11,22,27,39,2,104,https://www.baloto.com/resultados-revancha/2110
BALOTO,2109,7 de Agosto de 2021,14,18,20,39,41,5,104,https://www.baloto.com/resultados-baloto/2109
REVANCHA,2109,7 de Agosto de 2021,1,6,21,34,40,7,104,https://www.baloto.com/resultados-revancha/2109
BALOTO,2108,4 de Agosto de 2021,6,10,15,33,42,16,104,https://www.baloto.com/resultados-baloto/2108
REVANCHA,2108,4 de Agosto de 2021,1,8,19,29,40,7,104,https://www.baloto.com/resultados-revancha/2108
BALOTO,2107,31 de Julio de 2021,1,27,28,34,37,11,105,https://www.baloto.com/resultados-baloto/2107
REVANCHA,2107,31 de Julio de 2021,2,9,17,24,25,8,105,https://www.baloto.com/resultados-revancha/2107
BALOTO,2106,28 de Julio de 2021,6,22,28,32,36,2,105,https://www.baloto.com/resultados-baloto/2106
REVANCHA,2106,28 de Julio de 2021,8,19,28,36,40,14,105,https://www.baloto.com/resultados-revancha/2106
BALOTO,2105,24 de Julio de 2021,21,22,29,30,38,11,105,https://www.baloto.com/resultados-baloto/2105
REVANCHA,2105,24 de Julio de 2021,3,13,16,36,40,5,105,https://www.baloto.com/resultados-revancha/2105
BALOTO,2104,21 de Julio de 2021,7,9,15,16,26,11,105,https://www.baloto.com/resultados-baloto/2104
REVANCHA,2104,21 de Julio de 2021,3,7,23,35,36,10,105,https://www.baloto.com/resultados-revancha/2104
BALOTO,2103,17 de Julio de 2021,14,18,20,32,33,4,105,https://www.baloto.com/resultados-baloto/2103
REVANCHA,2103,17 de Julio de 2021,15,16,24,26,40,9,105,https://www.baloto.com/resultados-revancha/2103
BALOTO,2102,14 de Julio de 2021,7,8,18,34,42,8,106,https://www.baloto.com/resultados-baloto/2102
REVANCHA,2102,14 de Julio de 2021,20,24,27,29,36,1,106,https://www.baloto.com/resultados-revancha/2102
BALOTO,2101,10 de Julio de 2021,8,15,30,35,36,3,106,https://www.baloto.com/resultados-baloto/2101
REVANCHA,2101,10 de Julio de 2021,3,5,25,27,36,14,106,https://www.baloto.com/resultados-revancha/2101
BALOTO,2100,7 de Julio de 2021,5,9,16,29,42,11,106,https://www.baloto.com/resultados-baloto/2100
REVANCHA,2100,7 de Julio de 2021,5,17,21,26,31,7,106,https://www.baloto.com/resultados-revancha/2100
BALOTO,2099,3 de Julio de 2021,21,22,23,33,41,8,106,https://www.baloto.com/resultados-baloto/2099
REVANCHA,2099,3 de Julio de 2021,1,9,13,22,29,14,106,https://www.baloto.com/resultados-revancha/2099
BALOTO,2098,30 de Junio de 2021,26,29,39,42,43,4,106,https://www.baloto.com/resultados-baloto/2098
REVANCHA,2098,30 de Junio de 2021,23,28,35,37,38,15,106,https://www.baloto.com/resultados-revancha/2098
BALOTO,2097,26 de Junio de 2021,6,21,22,34,36,10,107,https://www.baloto.com/resultados-baloto/2097
REVANCHA,2097,26 de Junio de 2021,4,14,31,32,43,16,107,https://www.baloto.com/resultados-revancha/2097
BALOTO,2096,23 de Junio de 2021,6,19,20,37,38,10,107,https://www.baloto.com/resultados-baloto/2096
REVANCHA,2096,23 de Junio de 2021,15,16,17,39,41,9,107,https://www.baloto.com/resultados-revancha/2096
BALOTO,2095,19 de Junio de 2021,1,5,8,14,40,8,107,https://www.baloto.com/resultados-baloto/2095
REVANCHA,2095,19 de Junio de 2021,5,8,14,26,33,3,107,https://www.baloto.com/resultados-revancha/2095
BALOTO,2094,16 de Junio de 2021,7,8,21,30,42,2,107,https://www.baloto.com/resultados-baloto/2094
REVANCHA,2094,16 de Junio de 2021,2,6,28,34,38,11,107,https://www.baloto.com/resultados-revancha/2094
BALOTO,2093,12 de Junio de 2021,9,15,25,27,33,13,107,https://www.baloto.com/resultados-baloto/2093
REVANCHA,2093,12 de Junio de 2021,18,19,25,26,43,9,107,https://www.baloto.com/resultados-revancha/2093
BALOTO,2092,9 de Junio de 2021,7,14,20,34,41,4,108,https://www.baloto.com/resultados-baloto/2092
REVANCHA,2092,9 de Junio de 2021,6,7,26,27,41,15,108,https://www.baloto.com/resultados-revancha/2092
BALOTO,2091,5 de Junio de 2021,1,4,5,16,30,7,108,https://www.baloto.com/resultados-baloto/2091
REVANCHA,2091,5 de Junio de 2021,1,9,10,13,27,8,108,https://www.baloto.com/resultados-revancha/2091
BALOTO,2090,2 de Junio de 2021,1,15,22,36,37,13,108,https://www.baloto.com/resultados-baloto/2090
REVANCHA,2090,2 de Junio de 2021,3,5,22,26,35,3,108,https://www.baloto.com/resultados-revancha/2090
BALOTO,2089,29 de Mayo de 2021,8,12,18,40,43,4,108,https://www.baloto.com/resultados-baloto/2089
REVANCHA,2089,29 de Mayo de 2021,1,8,18,29,40,2,108,https://www.baloto.com/resultados-revancha/2089
BALOTO,2088,26 de Mayo de 2021,3,9,12,34,35,13,108,https://www.baloto.com/resultados-baloto/2088
REVANCHA,2088,26 de Mayo de 2021,5,16,31,32,33,14,108,https://www.baloto.com/resultados-revancha/2088
BALOTO,2087,22 de Mayo de 2021,8,29,32,34,42,5,109,https://www.baloto.com/resultados-baloto/2087
REVANCHA,2087,22 de Mayo de 2021,2,9,13,35,39,12,109,https://www.baloto.com/resultados-revancha/2087
BALOTO,2086,19 de Mayo de 2021,9,12,16,21,30,1,109,https://www.baloto.com/resultados-baloto/2086
REVANCHA,2086,19 de Mayo de 2021,13,20,29,39,40,16,109,https://www.baloto.com/resultados-revancha/2086
BALOTO,2085,15 de Mayo de 2021,3,5,25,30,42,8,109,https://www.baloto.com/resultados-baloto/2085
REVANCHA,2085,15 de Mayo de 2021,17,26,31,35,38,10,109,https://www.baloto.com/resultados-revancha/2085
BALOTO,2084,12 de Mayo de 2021,4,23,28,29,31,16,109,https://www.baloto.com/resultados-baloto/2084
REVANCHA,2084,12 de Mayo de 2021,4,6,8,9,16,5,109,https://www.baloto.com/resultados-revancha/2084
BALOTO,2083,8 de Mayo de 2021,4,8,9,28,37,11,109,https://www.baloto.com/resultados-baloto/2083
REVANCHA,2083,8 de Mayo de 2021,5,10,24,29,41,11,109,https://www.baloto.com/resultados-revancha/2083
BALOTO,2082,5 de Mayo de 2021,2,5,10,23,34,7,110,https://www.baloto.com/resultados-baloto/2082
REVANCHA,2082,5 de Mayo de 2021,3,15,17,29,32,16,110,https://www.baloto.com/resultados-revancha/2082
BALOTO,2081,1 de Mayo de 2021,22,23,27,28,30,3,110,https://www.baloto.com/resultados-baloto/2081
REVANCHA,2081,1 de Mayo de 2021,1,16,34,41,43,2,110,https://www.baloto.com/resultados-revancha/2081
